;LATITUDE;LONGITUDE;ALTITUDE;REGI√ÉO;ESTADO;NOME;CODIGO
2021;-13.30388888;-58.76333333;105.0;CO;MT;SAPEZAL;A911
2021;-11.05861111;-38.44416666;182.0;NE;BA;RIBEIRA DO AMPARO;A458
2019;-12.627315;-52.220891;360.59;CO;MT;QUERENCIA;A916
2021;-31.34777777;-54.01333333;226.19;S;RS;BAGE;A827
2021;0.03499999;-51.08888888;16.62;N;AP;MACAPA;A249
2021;-18.830354;-41.977007;198.24;SE;MG;GOVERNADOR VALADARES;A532
2021;-12.80833333;-38.49583333;31.0;NE;BA;SALVADOR (RADIO FAROL);A456
2021;-15.32472221;-57.22583332;147.75;CO;MT;PORTO ESTRELA;A935
2021;-6.01749999;-40.28138888;410.87;NE;CE;TAUA;A324
2021;-23.359156;-52.931912;365.79;S;PR;CIDADE GAUCHA;A869
2021;-15.93972221;-50.14138888;512.86;CO;GO;GOIAS;A014
2021;-29.35027777;-49.73333333;8.44;S;RS;TORRES;A808
2021;-6.46749999;-37.08499999;171.26;NE;RN;CAICO;A316
2021;-10.39972221;-37.74749999;289.92;NE;SE;CARIRA;A420
2021;-23.52388888;-46.86944443;776.5;SE;SP;BARUERI;A755
2021;-24.96277777;-48.41638888;659.89;SE;SP;BARRA DO TURVO;A746
2018;-10.78999999;-65.33277777;;N;RO;DTCEA GUAJARA-MIRIM;S110
2018;4.47749999;-61.14916666;;N;RR;PACARAIMA;S114
2021;-7.26055555;-64.7886111;61.91;N;AM;LABREA;A111
2021;-27.288624;-50.604283;978.1;S;SC;CURITIBANOS;A860
2021;-28.60444444;-48.81333333;34.36;S;SC;Laguna  - Farol de Santa Marta;A866
2021;-9.8336111;-39.49555555;450.6;NE;BA;UAUA;A435
2021;-22.653579;-44.040916;516.0;SE;RJ;RIO CLARO;A626
2021;-15.93527777;-48.13749999;990.0;CO;DF;GAMA (PONTE ALTA);A046
2021;-5.6436111;-48.11194444;130.71;N;TO;ARAGUATINS;A044
2021;-22.867389;-43.102056;6.0;SE;RJ;NITEROI;A627
2021;-21.980353;-47.883927;859.29;SE;SP;SAO CARLOS;A711
2021;-15.24472221;-40.22944443;271.48;NE;BA;ITAPETINGA;A446
2021;-22.0786111;-53.46583333;372.0;CO;MS;NOVA ANDRADINA;S713
2021;-14.13305554;-47.52333332;1264.7;CO;GO;ALTO PARAISO DE GOIAS;A024
2021;-16.962536;-50.42545;678.74;CO;GO;PARAUNA;A027
2021;-22.30055555;-53.82277777;377.36;CO;MS;IVINHEMA;A709
2021;-3.27027777;-52.39472221;191.0;N;PA;ALTAMIRA;A253
2021;-10.98472221;-39.61694443;310.11;NE;BA;QUEIMADAS;A436
2021;-23.98194443;-48.88583333;743.33;SE;SP;ITAPEVA;A714
2021;-21.60916666;-55.17749999;388.94;CO;MS;MARACAJU;A731
2021;-6.835777;-38.311583;237.04;NE;PB;SAO GONCALO;A333
2021;-22.3761111;-41.81194444;28.0;SE;RJ;MACAE;A608
2021;-20.39555555;-56.43166666;132.49;CO;MS;MIRANDA;A722
2021;-1.30083333;-47.94805555;47.13;N;PA;CASTANHAL;A202
2021;-10.828286;-49.847882;178.0;N;TO;LAGOA DA CONFUSAO;A055
2021;-25.83555555;-50.36888888;780.21;S;PR;SAO MATEUS DO SUL;A874
2021;-15.23444444;-59.3461111;272.53;CO;MT;PONTES E LACERDA;A937
2021;-10.72305554;-43.65111111;506.06;NE;BA;BURITIRAMA;A432
2021;-21.31916666;-50.93027777;381.9;SE;SP;VALPARAISO;A734
2021;-8.15472222;-46.63944444;426.56;N;TO;CAMPOS LINDOS;A043
2021;-1.411228;-48.439512;21.17;N;PA;BELEM;A201
2021;-26.41722221;-52.3486111;966.06;S;PR;CLEVELANDIA;A876
2021;-2.53472221;-57.75805555;18.49;N;AM;URUCARA;A124
2021;-20.26333333;-42.18277777;819.47;SE;MG;MANHUACU;A556
2021;-17.24444444;-46.88166666;705.0;SE;MG;PARACATU;A571
2021;-21.33833333;-48.11388888;540.41;SE;SP;PRADOPOLIS;A747
2021;-24.53305554;-47.86416666;35.0;SE;SP;REGISTRO;A766
2021;-21.769965;-43.364329;936.88;SE;MG;JUIZ DE FORA;A518
2021;-18.49277777;-53.17138888;727.34;CO;MS;COSTA RICA;A760
2021;-18.996684;-46.985935;978.11;SE;MG;PATROCINIO;A523
2021;-3.58333333;-59.12944443;19.9;N;AM;AUTAZES;A120
2021;-5.36638888;-49.05111111;116.58;N;PA;MARABA;A240
2021;-2.59222221;-42.7075;4.62;NE;MA;PREGUICAS;A218
2021;-8.91083333;-36.49333333;827.78;NE;PE;GARANHUNS;A322
2021;-16.39944444;-47.62583332;932.0;CO;GO;CRISTALINA (FAZENDA SANTA MONICA);A056
2021;-9.3386111;-50.35027777;176.75;N;PA;SANTANA DO ARAGUAIA;A233
2021;-30.54527777;-53.46694443;420.82;S;RS;CACAPAVA DO SUL;A812
2021;-11.98777777;-51.4261111;441.0;CO;MT;SERRA NOVA DOURADA;A943
2021;-29.44916666;-51.82333332;81.0;S;RS;TEUTONIA;A882
2021;-11.74583333;-49.04972221;279.07;N;TO;GURUPI;A019
2021;-24.15833333;-53.03055554;452.34;S;PR;GOIOERE;A825
2021;-3.08666666;-41.78305554;52.11;NE;PI;PARNAIBA;A308
2021;-16.42305554;-51.14888888;610.41;CO;GO;IPORA;A028
2021;-5.16;-35.48749999;9.82;NE;RN;CALCANHAR;A344
2021;-22.58972221;-43.28222221;22.0;SE;RJ;DUQUE DE CAXIAS - XEREM;A603
2021;-17.8411111;-53.28944444;862.42;CO;MT;ALTO TAQUARI;A934
2021;-20.58444444;-47.38249999;1002.74;SE;SP;FRANCA;A708
2021;-17.89284;-41.515423;467.17;SE;MG;TEOFILO OTONI;A527
2021;-9.94888888;-62.96194444;128.44;N;RO;ARIQUEMES;A940
2021;-3.13333333;-58.48277777;41.54;N;AM;ITACOATIARA;A121
2021;-8.504;-39.31528;342.74;NE;PE;CABROBO;A329
2021;-8.36527777;-36.02833332;852.0;NE;PE;CARUARU;A341
2021;-14.92777777;-53.8836111;664.21;CO;MT;SANTO ANTONIO DO LESTE;A931
2021;-28.70472222;-51.87083332;545.0;S;RS;SERAFINA CORREA;A894
2021;-22.64583333;-42.41555555;19.0;SE;RJ;SILVA JARDIM;A659
2021;-26.286562;-53.633114;807.54;S;SC;DIONISIO CERQUEIRA;A848
2021;-23.05027777;-43.59555555;12.0;SE;RJ;RIO DE JANEIRO-MARAMBAIA;A602
2021;-30.01027777;-50.13583333;4.56;S;RS;TRAMANDAI;A834
2021;-31.40333333;-52.70083333;446.81;S;RS;CANGUCU;A811
2021;-1.66111111;-45.37249999;35.86;NE;MA;TURIACU;A219
2018;-25.49444444;-48.32583332;1.0;S;PR;ILHA DO MEL;A847
2021;-20.98166666;-54.97194443;471.43;CO;MS;SIDROLANDIA;A754
2021;-33.74222221;-53.37222221;7.41;S;RS;Santa Vitoria do Palmar - Barra do Chui;A899
2021;-20.35972222;-47.77527777;610.58;SE;SP;ITUVERAVA;A753
2021;-2.05666666;-60.02583332;60.99;N;AM;PRESIDENTE FIGUEIREDO;A126
2021;-23.96694443;-55.02416666;398.4;CO;MS;SETE QUEDAS;A751
2021;-25.72194443;-53.74805555;399.1;S;PR;PLANALTO;A855
2021;-25.60194444;-54.48305554;235.09;S;PR;FOZ DO IGUACU;A846
2021;-13.009468;-39.616881;397.8;NE;BA;AMARGOSA;A434
2021;-12.015377;-48.544517;250.87;N;TO;PEIXE;A018
2021;-6.56194444;-35.13527777;135.51;NE;PB;CAMARATUBA;A352
2021;-5.53499999;-36.87222221;19.0;NE;RN;IPANGUACU;A372
2021;-9.67972221;-68.16527777;163.0;N;AC;RIO BRANCO;A104
2021;-20.466694;-53.763028;442.0;CO;MS;RIBAS DO RIO PARDO;S715
2021;-6.22805554;-36.02666666;227.49;NE;RN;SANTA CRUZ;A367
2021;-23.77333332;-50.18055554;692.88;S;PR;JAPIRA;A871
2021;-10.08083332;-38.34583333;261.0;NE;BA;JEREMOABO;A450
2021;-10.19083333;-48.30194444;291.87;N;TO;PALMAS;A009
2021;-26.3986111;-51.35361111;1009.01;S;PR;GENERAL CARNEIRO;A875
2021;-12.82055554;-50.33583333;210.0;CO;GO;SAO MIGUEL DO ARAGUAIA;A031
2021;-5.81611111;-46.16222222;232.29;NE;MA;GRAJAU;A207
2021;-21.85555555;-48.79972221;496.75;SE;SP;IBITINGA;A737
2021;-0.72777777;-48.51583333;12.54;N;PA;SOURE;A227
2021;-11.08472221;-43.13888888;407.5;NE;BA;BARRA;A429
2021;-28.126992;-49.47961;1790.38;S;SC;BOM JARDIM DA SERRA - MORRO DA IGREJA;A845
2021;-6.31999999;-55.78777777;259.88;N;PA;MINA DO PALITO;A246
2021;-11.66472222;-39.02305554;337.79;NE;BA;SERRINHA;A441
2021;-29.674293;-51.064042;23.35;S;RS;CAMPO BOM;A884
2021;-27.6786111;-49.04194444;881.0;S;SC;RANCHO QUEIMADO;A870
2021;-21.95055555;-42.01027777;517.0;SE;RJ;SANTA MARIA MADALENA;A630
2021;-20.0311111;-46.00888888;697.0;SE;MG;BAMBUI;A565
2021;-20.55666666;-43.75611111;1048.2;SE;MG;OURO BRANCO;A513
2021;-26.91361111;-49.26805554;72.24;S;SC;INDAIAL;A817
2021;-0.125207;-67.061246;79.67;N;AM;S. G. DA CACHOEIRA;A134
2021;-2.27083332;-43.62416666;9.87;NE;MA;FAROL de SANTANA;A217
2021;-19.88388888;-43.96944443;854.02;SE;MG;BELO HORIZONTE (PAMPULHA);A521
2021;-23.64444444;-54.57027777;319.0;CO;MS;IGUATEMI;S709
2021;-16.575667;-41.485588;271.63;SE;MG;ITAOBIM;A550
2021;-1.88083332;-55.51972221;89.64;N;PA;OBIDOS;A232
2021;-22.657056;-54.819306;456.0;CO;MS;CAARAPO;S706
2021;-4.276047;-41.794568;157.89;NE;PI;PIRIPIRI;A335
2021;-16.642841;-49.220222;727.3;CO;GO;GOIANIA;A002
2021;-27.89055555;-54.47999999;272.84;S;RS;SANTA ROSA;A810
2021;-17.56138888;-47.19916666;997.01;SE;MG;GUARDA-MOR;A546
2021;-21.10083333;-41.03944444;69.12;SE;ES;PRES. KENNEDY;A622
2021;-15.30027777;-45.61749999;873.2;SE;MG;CHAPADA GAUCHA;A548
2021;-22.86138888;-43.41138888;30.43;SE;RJ;RIO DE JANEIRO - VILA MILITAR;A621
2021;-28.60344;-53.673597;426.69;S;RS;CRUZ ALTA;A853
2021;-22.33472221;-42.67694443;1070.0;SE;RJ;NOVA FRIBURGO - SALINAS;A624
2021;-29.0893814;-53.82665025;462.0;S;RS;TUPANCIRETA;A886
2021;-30.05361111;-51.17472221;41.18;S;RS;PORTO ALEGRE;A801
2021;-23.40527777;-51.93277777;548.51;S;PR;MARINGA;A835
2021;-19.988388;-40.579572;975.92;SE;ES;SANTA TERESA;A613
2021;-3.10333333;-60.01638888;61.25;N;AM;MANAUS;A101
2021;-17.30416666;-48.28416666;757.27;CO;GO;PIRES DO RIO;A033
2021;-22.575389;-55.160333;499.0;CO;MS;LAGUNA CARAPA;S711
2021;-9.42027777;-36.62027777;278.01;NE;AL;PALMEIRA DOS INDIOS;A327
2021;-21.08555555;-49.92027777;408.35;SE;SP;JOSE BONIFACIO;A735
2021;-5.90555555;-38.62777777;149.31;NE;CE;JAGUARIBE;A358
2021;-16.68638888;-43.84388888;645.87;SE;MG;MONTES CLAROS;A506
2021;-11.42888888;-48.18499999;306.0;N;TO;SANTA ROSA DO TOCANTINS;A052
2021;-21.70583333;-57.88666666;78.56;CO;MS;PORTO MURTINHO;A723
2021;-10.47694443;-49.62944443;161.0;N;TO;PIUM;A051
2021;-15.90277777;-52.24527777;327.35;CO;GO;ARAGARCAS;A013
2021;-15.78944444;-47.92583332;1160.96;CO;DF;BRASILIA;A001
2021;-3.86416666;-54.21638888;100.45;N;PA;PLACAS;A211
2021;-11.205;-40.465;440.78;NE;BA;JACOBINA;A440
2021;-5.50666666;-45.23694444;154.19;NE;MA;BARRA DO CORDA;A221
2021;-9.28583333;-43.32444443;515.3;NE;PI;CARACOL;A337
2021;-20.55916666;-48.54499999;534.36;SE;SP;BARRETOS;A748
2021;-4.26138888;-38.9311111;865.53;NE;CE;GUARAMIRANGA;A314
2021;-12.13166666;-40.35416666;338.85;NE;BA;MACAJUBA;A412
2021;-21.13305554;-48.84055555;525.44;SE;SP;ARIRANHA;A736
2021;-15.559295;-56.062951;241.56;CO;MT;CUIABA;A901
2021;-16.4625;-54.58027777;289.88;CO;MT;RONDONOPOLIS;A907
2021;-20.762607;-42.864013;697.64;SE;MG;VICOSA;A510
2021;-19.42027777;-54.55305555;646.0;CO;MS;SAO GABRIEL DO OESTE;A732
2021;-21.106502;-44.250928;929.88;SE;MG;SAO JOAO DEL REI;A514
2021;-0.98722221;-62.92416666;29.88;N;AM;BARCELOS;A128
2021;-23.41527777;-50.57777777;664.31;S;PR;NOVA FATIMA;A842
2021;-21.58749999;-41.95833333;46.0;SE;RJ;CAMBUCI;A604
2021;-22.4711111;-48.5575;533.68;SE;SP;BARRA BONITA;A741
2021;-27.854345;-53.791179;489.67;S;RS;SANTO AUGUSTO;A805
2021;-8.4336111;-37.05555555;683.95;NE;PE;ARCO VERDE;A309
2021;-24.43722221;-51.96305555;656.24;S;PR;NOVA TEBAS;A822
2021;-5.13666666;-38.35666666;45.03;NE;CE;MORADA NOVA;A332
2021;-3.8436111;-50.63805555;89.02;N;PA;PACAJA;A210
2021;-21.305889;-52.820375;383.0;CO;MS;SANTA RITA DO PARDO;S716
2021;-6.39916666;-41.73999999;313.39;NE;PI;VALENCA DO PIAUI;A363
2021;-6.08944444;-42.72749999;183.0;NE;PI;ANGICAL DO PIAUI;A377
2021;-7.124191;-48.781267;171.0;N;TO;SANTA FE DO ARAGUAIA;A048
2021;-7.0711111;-41.40416666;232.91;NE;PI;PICOS;A343
2021;-21.45777777;-51.55222222;720.0;SE;SP;DRACENA;A762
2018;-4.25055555;-69.93499999;;N;AM;DTCEA TABATINGA;S105
2021;-3.29472221;-60.62833332;36.57;N;AM;MANACAPURU;A119
2021;-27.3886111;-51.21583333;963.0;S;SC;CAMPOS NOVOS;A898
2021;-5.83722221;-35.20805555;47.46;NE;RN;NATAL;A304
2021;-9.10833333;-45.93194443;283.69;NE;MA;ALTO PARNAIBA;A223
2021;-11.88749999;-49.60833333;215.2;N;TO;FORMOSO DO ARAGUAIA;A039
2021;-20.35138888;-51.43027777;374.0;CO;MS;SELVIRIA;S717
2021;-5.18666666;-40.67222221;298.19;NE;CE;CRATEUS;A342
2021;-7.954277;-38.295082;499.02;NE;PE;SERRA TALHADA;A350
2021;-2.6336111;-59.60055555;112.84;N;AM;RIO URUBU;A125
2021;-25.567879;-51.077946;1208.85;S;PR;INACIO MARTINS;A823
2021;-4.09749999;-63.14527777;33.84;N;AM;COARI;A117
2021;-13.155681;-41.774125;1283.95;NE;BA;PIATA;A430
2021;-16.67972221;-48.61805554;952.0;CO;GO;SILVANIA;A037
2021;-16.55416666;-46.88194443;640.85;SE;MG;UNAI;A542
2021;-20.447195;-54.722615;528.47;CO;MS;CAMPO GRANDE;A702
2021;-17.745066;-49.101698;751.09;CO;GO;MORRINHOS;A003
2021;-9.08333333;-44.32638888;296.0;NE;PI;BOM JESUS DO PIAUI;A326
2021;-26.93749999;-50.14555555;591.67;S;SC;RIO DO CAMPO;A861
2021;-7.225574;-35.904831;546.17;NE;PB;CAMPINA GRANDE;A313
2021;-17.96305555;-38.70333333;20.93;NE;BA;ABROLHOS;A422
2021;-14.91222222;-42.80861111;565.36;SE;MG;ESPINOSA;A543
2021;-5.34916666;-41.51222222;268.75;NE;PI;CASTELO DO PIAUI;A361
2021;-28.41722221;-54.9625;245.5;S;RS;SAO LUIZ GONZAGA;A852
2021;-17.63527777;-54.76055555;495.25;CO;MS;SONORA;A761
2021;-15.80277777;-43.29694444;532.0;SE;MG;JANAUBA;A563
2021;-19.53921;-49.518133;559.07;SE;MG;CAMPINA VERDE;A519
2021;-8.36444444;-42.2525;231.0;NE;PI;SAO JOAO DO PIAUI;A331
2021;-3.74805555;-40.34583333;92.07;NE;CE;SOBRAL;A306
2021;-19.87527777;-47.43416666;913.12;SE;MG;SACRAMENTO;A525
2021;-14.17138888;-39.69249999;132.11;NE;BA;IPIAU;A445
2021;-11.28027777;-57.52666666;263.43;CO;MT;JUARA;A914
2021;-24.53333333;-54.01916666;392.07;S;PR;MAL. CANDIDO RONDON;A820
2021;-8.72972221;-49.85638888;165.0;N;PA;SANTA MARIA DAS BARREIRAS;A256
2021;-11.44583333;-61.43416666;183.53;N;RO;CACOAL;A939
2021;-26.3936111;-50.36333333;799.58;S;SC;MAJOR VIEIRA;A864
2021;-30.341438;-54.310909;114.89;S;RS;SAO GABRIEL;A832
2021;-22.092833;-54.798833;360.0;CO;MS;ITAPORA;S710
2021;-13.30944444;-49.11749999;365.0;CO;GO;PORANGATU;A005
2021;-7.83972221;-35.80111111;421.44;NE;PE;SURUBIM;A328
2021;-26.938666;-52.39809;878.74;S;SC;XANXERE;A858
2018;-3.8;-47.51;;N;PA;ULIANOPOLIS;S111
2021;-23.4261111;-47.58555555;609.33;SE;SP;SOROCABA;A713
2021;-16.012222;-47.557417;1043.0;CO;DF;PARANOA (COOPA-DF);A047
2021;-9.97055554;-55.82749999;293.71;CO;MT;CARLINDA;A926
2021;-16.26055555;-47.96694443;1000.82;CO;GO;LUZIANIA;A012
2021;-31.0025;-54.61805554;150.0;S;RS;DOM PEDRITO;A881
2021;-22.65833333;-52.13444444;308.7;S;PR;PARANAPOEMA;A850
2018;-3.37722221;-64.72305554;;N;AM;DTCEA TEFE;S117
2021;-21.927251;-50.490251;498.0;SE;SP;TUPA;A768
2021;-21.24666666;-56.45055555;329.0;CO;MS;BONITO;S704
2021;-13.005515;-38.50576;47.56;NE;BA;SALVADOR;A401
2021;-7.89444444;-37.12472221;606.39;NE;PB;MONTEIRO;A334
2021;-31.8025;-52.40722222;13.0;S;RS;CAPAO DO LEAO (PELOTAS);A887
2021;-8.44166666;-43.86555555;261.26;NE;PI;ALVORADA DO GURGUEIA;A336
2021;-32.07888888;-52.16777777;4.92;S;RS;RIO GRANDE;A802
2021;-14.65888888;-39.18138888;80.21;NE;BA;ILHEUS;A410
2021;-22.951944;-46.530556;891.0;SE;SP;BRAGANCA PAULISTA;A744
2021;-23.10166666;-48.9411111;776.36;SE;SP;AVARE;A725
2021;-4.24388888;-49.93944444;100.76;N;PA;NOVO REPARTIMENTO;A235
2021;-27.41833332;-49.64694444;479.79;S;SC;ITUPORANGA;A863
2018;-0.41444444;-65.01749999;;N;AM;SANTA ISABEL DO RIO NEGRO;S121
2021;-28.859211;-52.542387;660.44;S;RS;SOLEDADE;A837
2021;-18.78694444;-42.94305555;852.68;SE;MG;GUANHAES;A533
2021;-16.34166666;-53.76611111;525.43;CO;MT;GUIRATINGA;A932
2021;-29.709083;-55.525486;120.88;S;RS;ALEGRETE;A826
2021;-24.78694444;-49.99916666;993.6;S;PR;CASTRO;A819
2021;-28.65333333;-53.11194444;455.27;S;RS;IBIRUBA;A883
2021;-16.78499999;-47.61305555;1211.08;CO;GO;CRISTALINA;A036
2021;-14.82888888;-56.44194444;195.0;CO;MT;ROSARIO OESTE;A944
2021;-4.28055554;-47.56388888;251.0;N;PA;DOM ELISEU;A252
2021;-10.20777777;-37.43194443;271.0;NE;SE;NOSSA SENHORA DA GLORIA;A453
2021;-16.16027777;-42.31027777;487.14;SE;MG;SALINAS;A552
2021;-22.235222;-49.965111;660.0;SE;SP;MARILIA;A763
2021;-22.4486111;-42.98694444;981.0;SE;RJ;TERESOPOLIS-PARQUE NACIONAL;A618
2021;-5.7886111;-61.28833333;40.64;N;AM;MANICORE;A133
2021;-8.59888888;-38.58416666;327.42;NE;PE;FLORESTA;A351
2021;-9.55111111;-35.77027777;84.12;NE;AL;MACEIO;A303
2021;-11.28416666;-47.21222222;503.0;N;TO;ALMAS;A053
2021;-12.12472221;-45.02694443;474.17;NE;BA;BARREIRAS;A402
2021;-18.95277777;-49.52499999;540.08;SE;MG;ITUIUTABA;A512
2021;-13.0386111;-57.09222221;334.36;CO;MT;NOVA MARINGA;A928
2021;-12.03583333;-37.68388888;31.9;NE;BA;CONDE;A431
2021;-21.78055554;-47.07527777;734.15;SE;SP;CASA BRANCA;A738
2021;-22.415;-46.80527777;634.89;SE;SP;ITAPIRA;A739
2021;-15.596491;-47.625801;1030.36;CO;DF;AGUAS EMENDADAS;A045
2021;-10.44305555;-40.14833333;532.09;NE;BA;SENHOR DO BONFIM;A428
2021;-4.86416666;-42.14555555;125.0;NE;PI;CAMPO MAIOR;A376
2021;-4.78694444;-37.76666666;49.0;NE;CE;JAGUARUANA;A339
2021;-7.07972221;-37.27277777;263.66;NE;PB;PATOS;A321
2021;-6.76138888;-43.00333333;126.39;NE;PI;FLORIANO;A311
2021;-29.164581;-51.534202;623.27;S;RS;BENTO GONCALVES;A840
2021;-22.93999999;-43.40277777;20.0;SE;RJ;RIO DE JANEIRO - JACAREPAGUA;A636
2021;-20.44444444;-52.87583332;323.63;CO;MS;AGUA CLARA;A756
2021;-28.65;-56.01638888;81.08;S;RS;SAO BORJA;A830
2021;-17.784477;-46.119394;877.05;SE;MG;JOAO PINHEIRO;A553
2021;-18.9886111;-56.62277777;102.26;CO;MS;NHUMIRIM;A717
2021;-22.19388888;-54.91138888;463.3;CO;MS;DOURADOS;A721
2018;-13.03888888;-42.61722221;574.0;NE;BA;MACAUBAS;A454
2020;-16.07472221;-57.69305555;123.53;CO;MT;CACERES;A941
2021;-19.735757;-42.137146;609.25;SE;MG;CARATINGA;A554
2021;-22.85722222;-54.60555555;375.18;CO;MS;JUTI;A749
2021;-15.53138888;-55.13555555;748.27;CO;MT;CAMPO VERDE;A912
2021;-8.7936111;-63.84583333;86.7;N;RO;PORTO VELHO;A925
2021;-11.328998;-41.864504;768.42;NE;BA;IRECE;A424
2021;-7.33722221;-47.45972222;182.88;NE;MA;CAROLINA;A205
2018;0.94777777;-59.74638888;;N;RR;BALIZA;S113
2021;-21.918066;-46.382996;1077.34;SE;MG;CALDAS;A530
2021;-27.16916666;-51.55888888;767.63;S;SC;JOACABA;A841
2021;-9.00138888;-39.9125;370.0;NE;BA;CURACA;A448
2021;-19.12249999;-51.72083332;494.72;CO;MS;CASSILANDIA;A742
2021;-22.70305555;-47.62333332;566.46;SE;SP;PIRACICABA;A726
2021;-21.75;-52.47138888;392.13;CO;MS;BATAGUASSU;A759
2021;-27.0853111;-52.6357111;679.0;S;SC;CHAPECO;A895
2021;-7.48333333;-36.28638888;391.96;NE;PB;CABACEIRAS;A348
2021;-12.1525;-45.82972221;760.68;NE;BA;LUIZ EDUARDO MAGALHAES;A404
2021;-13.527828;-40.119752;757.42;NE;BA;ITIRUCU;A407
2021;-17.73944444;-39.25861111;6.05;NE;BA;CARAVELAS;A405
2018;-6.23722221;-57.77499999;;N;PA;DTCEA JACAREACANGA;S120
2021;-2.99027777;-47.40777777;113.0;N;PA;PARAGOMINAS;A212
2021;-8.50944444;-37.71166666;434.23;NE;PE;IBIMIRIM;A349
2021;-22.46472222;-43.29138888;1777.0;SE;RJ;PICO DO COUTO;A610
2021;-17.00694444;-39.55805555;110.0;NE;BA;ITAMARAJU;A455
2021;-8.132288;-41.142945;376.0;NE;PI;PAULISTANA;A330
2021;-19.53277777;-41.09083333;287.74;SE;MG;AIMORES;A534
2021;-18.231052;-43.648269;1359.25;SE;MG;DIAMANTINA;A537
2021;-27.60253;-48.620096;4.87;S;SC;FLORIANOPOLIS;A806
2021;-14.18194443;-41.67222221;473.37;NE;BA;BRUMADO;A433
